Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 192.9 282.9 192.9 0
#1 service 6 0 283.9 373.9 193.9 0
#1 service 5 0 379.28 469.28 199.28 0
#1 service 3 0 471.28 561.28 201.28 0
#1 service 4 0 566.28 656.28 206.28 0
#1 service 2 0 658.52 748.52 208.52 0
#1 service 1 0 752.99 842.99 212.99 0
#1 service 9 0 898.45 988.45 268.45 0
#1 service 8 0 990.69 1080.69 270.69 0
#1 service 11 0 1087.97 1177.97 277.97 0
#1 service 12 0 1179.97 1269.97 279.97 0
#1 service 10 0 1272.97 1362.97 282.97 0
#1 finish 0 0 1564.77 1564.77 484.77 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1564.77 484.77 0
