Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 155.16 59.84 305.0 59.84 0
#1 service 8 0 495.07 585.07 249.91 137.07
#1 service 1 0 739.27 829.27 404.11 0
#1 service 4 0 960.19 1050.19 535.03 612.19
#1 service 6 0 1257.53 1347.53 742.37 217.53
#1 service 10 0 1351.14 1441.14 745.98 586.14
#1 service 2 0 1494.3 1584.3 799.14 44.3
#1 service 7 0 1614.45 1704.45 829.29 929.45
#1 service 5 0 1737.97 1827.97 862.81 814.97
#1 service 3 0 1829.97 1919.97 864.81 380.97
#1 service 12 0 2016.51 2106.51 961.35 951.51
#1 service 11 0 2179.13 2269.13 1033.97 1145.13
#1 finish 0 0 2438.63 2438.63 1203.47 762.63
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   155.16  2438.63 1203.47 6581.88
