Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 0 51.48 61.48 51.48 0
#1 service 2 0 66.86 76.86 56.86 0
#1 service 4 0 82.25 92.25 62.25 0
#1 service 5 0 145.39 155.39 115.39 0
#1 service 9 0 163.99 173.99 123.99 96.99
#1 service 10 0 179.38 189.38 129.38 57.38
#1 service 8 0 195.78 205.78 135.78 90.78
#1 service 7 0 209.39 219.39 139.39 20.39
#1 service 6 0 222.39 232.39 142.39 149.39
#1 service 1 0 279.65 289.65 189.65 87.65
#1 finish 0 0 326.85 326.85 226.85 86.85
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  326.85 226.85 589.43
