Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 458.36 44.64 513.0 44.64 0
#1 service 12 0 513.0 523.0 44.64 0
#1 service 4 0 523.0 533.0 44.64 0
#1 service 11 0 533.0 543.0 44.64 0
#1 service 5 0 543.0 553.0 44.64 0
#1 service 6 0 553.0 563.0 44.64 0
#1 service 3 0 563.0 573.0 44.64 0
#1 service 9 0 573.0 583.0 44.64 4.0
#1 service 7 0 583.0 593.0 44.64 14.0
#1 service 8 0 593.0 603.0 44.64 24.0
#1 service 1 0 624.47 634.47 66.11 113.47
#1 service 2 0 761.57 771.57 193.21 71.57
#1 finish 0 0 866.33 866.33 287.98 62.33
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   458.36  866.33 287.98 289.37
