Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 151.4 103.6 265.0 103.6 0
#1 service 11 0 274.22 284.22 112.82 0
#1 service 4 0 291.5 301.5 120.1 0
#1 service 1 14.6 311.4 336.0 130.0 0
#1 service 3 0 347.18 357.18 141.18 0
#1 service 6 0 364.25 374.25 148.25 0
#1 service 12 0 384.3 394.3 158.3 0
#1 service 5 0 407.3 417.3 171.3 0
#1 service 8 0 441.16 451.16 195.15 0
#1 service 10 0 469.59 479.59 213.59 0
#1 service 2 0 508.75 518.75 242.75 0
#1 service 7 0 531.28 541.28 255.28 58.28
#1 finish 0 0 635.0 635.0 349.0 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   166.0  635.0 349.0 58.28
