Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 76.9 166.9 76.9 0
#1 service 3 0 169.14 259.14 79.14 0
#1 service 5 0 263.26 353.26 83.26 0
#1 service 7 0 359.34 449.34 89.34 0
#1 service 1 0 456.05 546.05 96.05 0
#1 service 2 0 549.66 639.66 99.66 0
#1 service 4 0 644.13 734.13 104.13 0
#1 service 10 0 755.15 845.15 125.15 0
#1 service 11 0 847.98 937.98 127.98 0
#1 service 8 0 940.81 1030.81 130.81 0
#1 service 9 0 1033.97 1123.97 133.97 0
#1 finish 0 0 1215.76 1215.76 225.76 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1215.76 225.76 0
