Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 4 0 18.03 108.03 18.03 0
#1 service 6 0 110.03 200.03 20.03 0
#1 service 7 0 203.63 293.63 23.63 0
#1 service 10 0 295.87 385.87 25.87 0
#1 service 3 0 388.87 478.87 28.87 0
#1 service 2 0 480.87 570.87 30.87 0
#1 service 1 0 572.87 662.87 32.87 0
#1 service 5 0 665.87 755.87 35.87 0
#1 service 9 0 757.87 847.87 37.87 0
#1 service 8 0 851.47 941.47 41.47 0
#1 finish 0 0 958.03 958.03 58.03 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  958.03 58.03 0
