Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 245.6 335.6 245.6 0
#1 service 2 0 452.45 542.45 362.45 0
#1 service 7 0 546.92 636.92 366.92 0
#1 service 9 0 642.02 732.02 372.02 0
#1 service 10 0 733.43 823.43 373.43 0
#1 service 12 0 829.84 919.84 379.84 0
#1 service 5 0 926.24 1016.24 386.24 0
#1 service 4 0 1030.66 1120.66 400.66 0
#1 service 6 0 1123.82 1213.82 403.82 0
#1 service 3 0 1218.3 1308.3 408.3 0
#1 service 8 0 1312.77 1402.77 412.77 0
#1 service 11 0 1407.24 1497.24 417.24 0
#1 finish 0 0 1695.97 1695.97 615.97 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1695.97 615.97 0
