Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 40.61 50.61 40.61 0
#1 service 9 28.56 56.44 95.0 46.44 0
#1 service 3 0 100.39 110.39 51.82 0
#1 service 2 0 116.79 126.79 58.23 0
#1 service 7 0 150.22 160.22 81.66 0
#1 service 1 0 176.37 186.37 97.81 0
#1 service 4 0 192.7 202.7 104.14 0
#1 service 5 0 226.04 236.04 127.48 100.04
#1 service 8 0 245.26 255.26 136.7 85.26
#1 service 10 0 264.48 274.48 145.92 101.48
#1 finish 0 0 287.52 287.52 158.96 47.52
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   28.56  287.52 158.96 334.31
