Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 4 0 55.71 65.71 55.71 0
#1 service 3 0 68.71 78.71 58.71 0
#1 service 1 0 83.71 93.71 63.71 0
#1 service 6 0 102.32 112.32 72.32 0
#1 service 5 0 113.32 123.32 73.32 0
#1 service 2 0 129.15 139.15 79.15 0
#1 service 8 8.21 183.79 202.0 123.79 0
#1 service 7 0 244.94 254.94 166.73 75.94
#1 service 9 0 290.72 300.72 202.51 80.72
#1 service 10 0 305.19 315.19 206.98 95.19
#1 finish 0 0 334.43 334.43 226.22 94.43
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   8.21  334.43 226.22 346.28
