Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 31.78 9.22 51.0 9.22 0
#1 service 6 6.78 60.22 77.0 18.44 0
#1 service 5 0 97.59 107.59 39.03 0
#1 service 3 0 121.48 131.48 52.92 0
#1 service 2 0 137.31 147.31 58.75 16.31
#1 service 4 0 152.31 162.31 63.75 0
#1 service 1 0 167.31 177.31 68.75 0
#1 service 10 0 212.44 222.44 103.88 118.44
#1 service 7 0 224.44 234.44 105.88 161.44
#1 service 9 0 239.44 249.44 110.88 172.44
#1 finish 0 0 285.5 285.5 146.94 45.5
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   38.56  285.5 146.94 514.14
