Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 0 31.24 41.24 31.24 0
#1 service 4 0 50.67 60.67 40.67 0
#1 service 1 0 71.86 81.86 51.86 0
#1 service 2 0 91.34 101.34 61.34 0
#1 service 3 0 102.34 112.34 62.34 0
#1 service 5 0 113.76 123.76 63.76 0
#1 service 9 0 130.83 140.83 70.83 0
#1 service 10 0 169.06 179.06 99.06 0
#1 service 6 0 185.38 195.38 105.38 0
#1 service 7 0 200.38 210.38 110.38 0
#1 service 8 0 212.62 222.62 112.62 0
#1 finish 0 0 251.08 251.08 141.08 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  251.08 141.08 0
