Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 15.14 28.86 54.0 28.86 0
#1 service 2 0 66.17 76.17 41.03 0
#1 service 4 0 83.45 93.45 48.31 0
#1 service 1 0 101.45 111.45 56.31 0
#1 service 6 0 120.5 130.5 65.36 0
#1 service 9 0 148.61 158.61 83.47 0
#1 service 5 0 163.71 173.71 88.57 3.71
#1 service 3 0 178.18 188.18 93.04 0
#1 service 10 0 193.18 203.18 98.04 33.18
#1 service 8 0 207.43 217.43 102.29 54.43
#1 finish 0 0 228.61 228.61 113.47 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   15.14  228.61 113.47 91.32
