Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 14.87 24.87 14.87 0
#1 service 5 0 37.07 47.07 27.07 0
#1 service 8 0 59.28 69.28 39.28 0
#1 service 4 0 73.4 83.4 43.4 0
#1 service 2 0 88.79 98.79 48.79 0
#1 service 3 0 101.95 111.95 51.95 0
#1 service 1 0 115.11 125.11 55.11 19.11
#1 service 6 0 132.18 142.18 62.18 4.18
#1 service 7 0 156.33 166.33 76.33 59.33
#1 service 9 0 175.54 185.54 85.54 96.54
#1 finish 0 0 191.87 191.87 91.87 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  191.87 91.87 179.17
