Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 4 0 17.8 27.8 17.8 0
#1 service 9 0.59 31.41 42.0 21.41 0
#1 service 6 2.94 51.06 64.0 30.47 0
#1 service 3 3.68 70.32 84.0 36.79 0
#1 service 5 0 96.65 106.65 49.44 0
#1 service 2 0 119.69 129.69 62.48 0
#1 service 1 0 140.87 150.87 73.66 3.87
#1 service 10 0 161.5 171.5 84.29 3.5
#1 service 7 0 184.23 194.23 97.02 51.23
#1 service 8 0 201.44 211.44 104.23 90.44
#1 finish 0 0 229.82 229.82 122.61 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   7.21  229.82 122.61 149.03
