Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 13.69 11.31 35.0 11.31 0
#1 service 1 0 44.06 54.06 20.37 0
#1 service 3 5.62 60.38 76.0 26.69 0
#1 service 8 0 87.18 97.18 37.87 0
#1 service 4 0 104.25 114.25 44.95 0
#1 service 2 0 122.31 132.31 53.01 0
#1 service 10 0 138.64 148.64 59.33 0
#1 service 7 0 155.71 165.71 66.4 32.71
#1 service 6 0 177.11 187.11 77.8 54.11
#1 service 5 0 199.15 209.15 89.85 114.15
#1 finish 0 0 226.62 226.62 107.31 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   19.31  226.62 107.31 200.97
