Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 586.4 105.6 702.0 105.6 0
#1 service 9 0 707.83 717.83 111.43 43.83
#1 service 2 25.17 722.83 758.0 116.43 0
#1 service 1 4.76 760.24 775.0 118.67 0
#1 service 4 0 801.02 811.02 144.69 0
#1 service 8 0 827.66 837.66 161.33 0
#1 service 10 0 850.03 860.03 173.7 38.03
#1 service 12 0 892.05 902.05 205.72 81.05
#1 service 11 0 928.01 938.01 231.68 127.01
#1 service 5 0 966.08 976.08 259.75 17.08
#1 service 7 0 1007.32 1017.32 290.99 155.32
#1 service 6 0 1041.92 1051.92 315.59 108.92
#1 finish 0 0 1154.74 1154.74 418.41 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   616.33  1154.74 418.41 571.24
