Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 14.87 24.87 14.87 0
#1 service 7 52.43 31.57 94.0 21.57 0
#1 service 8 0 101.21 111.21 28.79 0
#1 service 5 0 114.37 124.37 31.95 21.37
#1 service 3 0 127.54 137.54 35.11 10.54
#1 service 10 0 142.01 152.01 39.58 40.01
#1 service 6 0 158.72 168.72 46.29 51.72
#1 service 2 0 175.12 185.12 52.69 38.12
#1 service 1 0 187.36 197.36 54.93 64.36
#1 service 4 0 203.19 213.19 60.76 82.19
#1 finish 0 0 225.23 225.23 72.8 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   52.43  225.23 72.8 308.29
