Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 59.5 25.5 175.0 25.5 0
#1 service 10 0 182.0 272.0 32.5 0
#1 service 9 0 275.0 365.0 35.5 0
#1 service 5 0 388.85 478.85 59.35 0
#1 service 2 0 480.85 570.85 61.35 220.85
#1 service 1 0 575.85 665.85 66.35 0
#1 service 3 0 670.85 760.85 71.35 0
#1 service 4 0 763.85 853.85 74.35 0
#1 service 7 0 858.85 948.85 79.35 127.85
#1 service 6 0 954.24 1044.24 84.73 0
#1 finish 0 0 1095.72 1095.72 136.21 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   59.5  1095.72 136.21 348.71
