Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 45.28 135.28 45.28 0
#1 service 9 0 220.72 310.72 130.72 0
#1 service 6 0 315.72 405.72 135.72 0
#1 service 2 12.6 435.4 538.0 165.4 0
#1 service 3 0 541.16 631.16 168.56 0
#1 service 7 0 653.83 743.83 191.23 0
#1 service 8 0 748.83 838.83 196.23 0
#1 service 4 0 856.53 946.53 213.92 74.53
#1 service 1 0 953.81 1043.81 221.2 0
#1 service 5 0 1056.84 1146.84 234.24 279.84
#1 finish 0 0 1159.84 1159.84 247.24 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   12.6  1159.84 247.24 354.37
