Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 18.68 108.68 18.68 0
#1 service 10 0 110.68 200.68 20.68 0
#1 service 3 0 210.68 300.68 30.68 0
#1 service 5 0 303.68 393.68 33.68 0
#1 service 7 0 395.68 485.68 35.68 0
#1 service 8 0 488.68 578.68 38.68 0
#1 service 2 0 586.49 676.49 46.49 0
#1 service 1 237.51 678.49 1006.0 48.49 0
#1 service 6 0 1013.07 1103.07 55.56 0
#1 service 4 0 1105.07 1195.07 57.56 0
#1 finish 0 0 1207.88 1207.88 70.37 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   237.51  1207.88 70.37 0
