Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 15.13 105.13 15.13 0
#1 service 8 0 106.13 196.13 16.13 0
#1 service 4 0 199.74 289.74 19.74 0
#1 service 9 0 291.74 381.74 21.74 0
#1 service 7 0 399.77 489.77 39.77 0
#1 service 5 0 495.15 585.15 45.15 0
#1 service 3 0 588.76 678.76 48.76 147.76
#1 service 1 0 731.9 821.9 101.9 0
#1 service 2 0 872.7 962.7 152.7 525.7
#1 service 10 0 968.7 1058.7 158.7 434.7
#1 finish 0 0 1103.75 1103.75 203.75 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1103.75 203.75 1108.16
