Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 16.55 106.55 16.55 0
#1 service 6 0 109.55 199.55 19.55 0
#1 service 4 0 217.27 307.27 37.27 0
#1 service 2 0 309.27 399.27 39.27 0
#1 service 8 0 409.27 499.27 49.27 0
#1 service 3 0 504.66 594.66 54.66 0
#1 service 5 0 621.97 711.97 81.97 209.97
#1 service 1 0 747.33 837.33 117.33 104.33
#1 service 10 0 893.68 983.68 173.68 0
#1 service 9 0 1006.35 1096.35 196.35 0
#1 finish 0 0 1112.17 1112.17 212.17 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1112.17 212.17 314.3
