Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 64.88 135.12 290.0 135.12 0
#1 service 1 0 294.0 384.0 139.12 0
#1 service 6 0 387.0 477.0 142.12 0
#1 service 8 0 481.12 571.12 146.24 0
#1 service 7 0 573.12 663.12 148.24 0
#1 service 2 91.46 664.54 846.0 149.66 0
#1 service 10 0 869.32 959.32 172.98 0
#1 service 11 0 962.49 1052.49 176.14 113.49
#1 service 9 0 1077.98 1167.98 201.64 0
#1 service 4 0 1174.06 1264.06 207.72 828.06
#1 service 5 0 1266.3 1356.3 209.96 1064.3
#1 finish 0 0 1490.48 1490.48 344.14 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   156.34  1490.48 344.14 2005.85
