Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 20.62 110.62 20.62 0
#1 service 1 0 128.64 218.64 38.64 0
#1 service 2 0 220.64 310.64 40.64 0
#1 service 7 0 314.25 404.25 44.25 0
#1 service 5 0 407.85 497.85 47.85 0
#1 service 9 0 499.85 589.85 49.85 0
#1 service 4 0 594.85 684.85 54.85 0
#1 service 8 0 689.85 779.85 59.85 0
#1 service 3 0 784.85 874.85 64.85 0
#1 service 6 0 880.69 970.69 70.69 0
#1 finish 0 0 1001.49 1001.49 101.49 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1001.49 101.49 0
