Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 35.36 125.36 35.36 0
#1 service 4 0 149.21 239.21 59.21 0
#1 service 9 0 241.21 331.21 61.21 0
#1 service 8 0 336.21 426.21 66.21 0
#1 service 7 0 431.21 521.21 71.21 0
#1 service 3 0 524.21 614.21 74.21 0
#1 service 1 0 618.21 708.21 78.21 0
#1 service 2 0 709.21 799.21 79.21 0
#1 service 6 0 804.59 894.59 84.59 0
#1 service 5 0 904.59 994.59 94.59 0
#1 finish 0 0 1042.03 1042.03 142.03 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1042.03 142.03 0
