Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 14.87 24.87 14.87 0
#1 service 8 7.75 30.25 48.0 20.25 0
#1 service 7 0 50.24 60.24 22.49 0
#1 service 4 0 63.84 73.84 26.09 0
#1 service 9 0 77.0 87.0 29.26 0
#1 service 2 0 95.07 105.07 37.32 0
#1 service 6 0 109.19 119.19 41.44 0
#1 service 1 0 125.27 135.27 47.52 0
#1 service 3 0 146.67 156.67 58.93 49.67
#1 service 10 0 163.38 173.38 65.63 57.38
#1 finish 0 0 189.19 189.19 81.44 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   7.75  189.19 81.44 107.06
