Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 3.96 24.04 38.0 24.04 0
#1 service 2 0 64.4 74.4 50.44 0
#1 service 5 0 114.56 124.56 90.6 0
#1 service 3 0 128.17 138.17 94.21 0
#1 service 6 0 144.49 154.49 100.53 34.49
#1 service 4 0 161.7 171.7 107.75 42.7
#1 service 8 0 184.51 194.51 120.55 78.51
#1 service 10 0 209.77 219.77 135.82 66.77
#1 service 9 0 239.77 249.77 155.82 49.77
#1 service 7 0 259.77 269.77 165.82 91.77
#1 finish 0 0 292.58 292.58 188.62 62.58
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   3.96  292.58 188.62 426.61
