Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 21.1 31.1 21.1 0
#1 service 4 0 44.25 54.25 34.25 0
#1 service 5 0 62.31 72.31 42.31 0
#1 service 1 0 87.31 97.31 57.31 0
#1 service 2 0 104.52 114.52 64.52 0
#1 service 6 0 126.52 136.52 76.52 0
#1 service 3 0 147.29 157.29 87.29 0
#1 service 9 0 163.69 173.69 93.69 25.69
#1 service 10 0 183.18 193.18 103.18 0
#1 service 7 0 198.57 208.57 108.57 107.57
#1 finish 0 0 231.89 231.89 131.89 1.89
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  231.89 131.89 135.15
