Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 6.54 17.46 34.0 17.46 0
#1 service 9 0 63.68 73.68 47.15 0
#1 service 10 0 92.55 102.55 66.01 0
#1 service 3 0 113.95 123.95 77.42 0
#1 service 4 0 139.76 149.76 93.23 0
#1 service 7 0 164.08 174.08 107.54 14.08
#1 service 2 0 182.33 192.33 115.79 3.33
#1 service 8 0 218.73 228.73 142.19 81.73
#1 service 6 0 246.22 256.22 159.68 65.22
#1 service 5 0 264.76 274.76 168.23 111.76
#1 finish 0 0 285.94 285.94 179.41 55.94
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   6.54  285.94 179.41 332.06
