Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 30.41 40.41 30.41 0
#1 service 8 2.77 56.23 69.0 46.23 0
#1 service 5 0 82.15 92.15 59.38 0
#1 service 2 0 99.36 109.36 66.59 0
#1 service 9 0 125.18 135.18 82.4 0
#1 service 6 0 145.81 155.81 93.03 8.81
#1 service 1 0 170.67 180.67 107.9 17.67
#1 service 4 0 187.38 197.38 114.61 27.38
#1 service 3 0 201.38 211.38 118.61 80.38
#1 service 10 0 238.01 248.01 145.23 37.01
#1 finish 0 0 263.24 263.24 160.46 33.24
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   2.77  263.24 160.46 204.48
