Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 25.5 35.5 25.5 0
#1 service 5 0 48.65 58.65 38.65 0
#1 service 8 0 69.46 79.46 49.46 0
#1 service 1 0 92.5 102.5 62.5 0
#1 service 3 0 108.83 118.83 68.83 3.83
#1 service 7 0 123.3 133.3 73.3 21.3
#1 service 2 0 139.13 149.13 79.13 0
#1 service 9 0 154.23 164.23 84.23 0
#1 service 4 0 178.55 188.55 98.55 0
#1 service 6 0 197.6 207.6 107.6 0
#1 finish 0 0 216.6 216.6 116.6 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  216.6 116.6 25.13
