Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 1.68 6.32 18.0 6.32 0
#1 service 7 8.57 27.43 46.0 15.76 0
#1 service 3 0 53.07 63.07 22.83 0
#1 service 6 0 69.4 79.4 29.15 0
#1 service 8 0.6 81.4 92.0 31.15 0
#1 service 4 0 100.54 110.54 39.7 2.54
#1 service 2 0 129.57 139.57 58.72 0
#1 service 1 0 143.18 153.18 62.33 0
#1 service 9 0 173.42 183.42 82.58 0
#1 service 10 0 196.84 206.84 95.99 68.84
#1 finish 0 0 218.02 218.02 107.18 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   10.85  218.02 107.18 71.38
