Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 4 143.61 77.39 231.0 77.39 0
#1 service 9 6.88 235.12 252.0 81.51 0
#1 service 12 0 266.14 276.14 95.65 0
#1 service 3 0 289.74 299.74 109.26 0
#1 service 1 0 309.18 319.18 118.69 0
#1 service 6 42.67 332.33 385.0 131.84 0
#1 service 10 104.94 393.06 508.0 139.9 0
#1 service 11 0 520.73 530.73 152.63 285.73
#1 service 7 0 538.79 548.79 160.69 0
#1 service 5 0 551.62 561.62 163.52 223.62
#1 service 2 0 574.66 584.66 176.56 0
#1 service 8 0 594.09 604.09 186.0 0
#1 finish 0 0 676.22 676.22 258.12 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   298.1  676.22 258.12 509.35
