Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 16.12 106.12 16.12 0
#1 service 5 0 162.12 252.12 72.12 0
#1 service 7 0 257.51 347.51 77.51 0
#1 service 8 0 352.51 442.51 82.51 0
#1 service 10 25.49 445.51 561.0 85.51 0
#1 service 4 0 622.91 712.91 147.42 99.91
#1 service 2 0 747.09 837.09 181.6 142.09
#1 service 3 0 840.25 930.25 184.76 335.25
#1 service 6 0 948.85 1038.85 203.36 519.85
#1 service 9 0 1044.24 1134.24 208.75 952.24
#1 finish 0 0 1165.04 1165.04 239.55 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   25.49  1165.04 239.55 2049.33
