Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 36.06 126.06 36.06 0
#1 service 4 0 128.06 218.06 38.06 0
#1 service 2 0 221.66 311.66 41.66 0
#1 service 9 52.73 315.27 458.0 45.27 0
#1 service 1 0 460.0 550.0 47.27 0
#1 service 3 0 555.0 645.0 52.27 0
#1 service 7 0 650.0 740.0 57.27 0
#1 service 6 0 745.0 835.0 62.27 0
#1 service 8 0 849.14 939.14 76.41 0
#1 service 10 0 942.75 1032.75 80.01 160.75
#1 finish 0 0 1050.86 1050.86 98.13 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   52.73  1050.86 98.13 160.75
