Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 24.76 34.76 24.76 0
#1 service 10 0.24 42.76 53.0 32.76 0
#1 service 3 0 63.0 73.0 42.76 0
#1 service 1 0 81.25 91.25 51.01 0
#1 service 8 0 106.51 116.51 66.27 0
#1 service 2 0 126.71 136.71 76.47 0
#1 service 5 0 148.75 158.75 88.51 0
#1 service 4 0 172.35 182.35 102.11 0
#1 service 6 0 191.3 201.3 111.05 39.3
#1 service 7 0 209.36 219.36 119.12 90.36
#1 finish 0 0 246.28 246.28 146.04 16.28
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0.24  246.28 146.04 145.94
