Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 42.82 11.18 64.0 11.18 0
#1 service 4 0 70.0 80.0 17.18 0
#1 service 7 0 85.39 95.39 22.57 0
#1 service 9 0 98.21 108.21 25.39 0
#1 service 10 0 111.21 121.21 28.39 0
#1 service 5 0 123.45 133.45 30.63 0
#1 service 6 0 136.61 146.61 33.79 0
#1 service 1 0 152.69 162.69 39.88 31.69
#1 service 3 0 167.17 177.17 44.35 0
#1 service 8 0 187.94 197.94 55.12 0
#1 finish 0 0 206.94 206.94 64.12 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   42.82  206.94 64.12 31.69
