Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 994.69 98.31 1103.0 98.31 0
#1 service 5 0 1140.8 1150.8 136.11 668.8
#1 service 1 0 1273.81 1283.81 259.12 883.81
#1 service 2 0 1373.01 1383.01 348.32 13.01
#1 service 3 69.29 1402.71 1482.0 368.02 0
#1 service 4 0 1517.36 1527.36 403.37 248.36
#1 service 7 0 1546.46 1556.46 422.48 469.46
#1 service 9 24.93 1560.07 1595.0 426.08 0
#1 service 6 0 1600.0 1610.0 431.08 1378.0
#1 service 11 0 1619.49 1629.49 440.57 0
#1 service 8 0 1640.53 1650.53 451.61 1482.53
#1 finish 0 0 1739.12 1739.12 540.2 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   1088.92  1739.12 540.2 5143.96
