Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 313.78 107.22 431.0 107.22 0
#1 service 7 47.92 437.08 495.0 113.31 0
#1 service 8 309.24 511.76 831.0 130.07 0
#1 service 5 0 844.93 854.93 144.0 634.93
#1 service 9 0 882.73 892.73 171.8 580.73
#1 service 11 664.25 915.75 1590.0 194.82 0
#1 service 4 0 1598.54 1608.54 203.37 1389.54
#1 service 3 0 1614.87 1624.87 209.69 906.87
#1 service 1 0 1636.95 1646.95 221.77 1435.95
#1 service 2 0 1647.95 1657.95 222.77 1012.95
#1 service 10 0 1679.05 1689.05 243.87 402.05
#1 finish 0 0 1760.55 1760.55 315.37 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   1335.18  1760.55 315.37 6363.02
