Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 4 0 40.31 130.31 40.31 0
#1 service 1 0 136.14 226.14 46.14 0
#1 service 3 0 229.14 319.14 49.14 0
#1 service 2 46.86 321.14 458.0 51.14 0
#1 service 7 0 493.78 583.78 86.92 0
#1 service 8 0 586.94 676.94 90.08 0
#1 service 5 0 699.61 789.61 112.75 0
#1 service 6 0 794.61 884.61 117.75 0
#1 service 10 0 919.61 1009.61 152.75 490.61
#1 service 9 0 1034.67 1124.67 177.81 252.67
#1 finish 0 0 1142.78 1142.78 195.92 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   46.86  1142.78 195.92 743.28
