Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 24.91 49.09 84.0 49.09 0
#1 service 5 0 117.29 127.29 82.38 0
#1 service 7 0 132.29 142.29 87.38 0
#1 service 3 0 154.29 164.29 99.38 0
#1 service 1 0 170.37 180.37 105.46 0
#1 service 8 0 185.47 195.47 110.56 48.47
#1 service 4 0 200.47 210.47 115.56 0.47
#1 service 2 0 224.47 234.47 129.56 0
#1 service 12 51.97 249.03 311.0 144.12 0
#1 service 6 0 336.5 346.5 169.62 89.5
#1 service 11 0 347.91 357.91 171.03 0
#1 service 9 0 365.12 375.12 178.24 60.12
#1 finish 0 0 414.93 414.93 218.05 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   76.88  414.93 218.05 198.55
