Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 18 77.13 14.87 102.0 14.87 0
#1 service 10 0 105.61 115.61 18.47 0
#1 service 11 0 117.84 127.84 20.71 0
#1 service 16 0 136.33 146.33 29.19 0
#1 service 4 26.82 156.18 193.0 39.04 0
#1 service 9 29.37 203.63 243.0 49.67 0
#1 service 22 48.18 253.82 312.0 60.49 0
#1 service 6 0 327.81 337.81 76.3 0
#1 service 8 0 342.28 352.28 80.77 0
#1 service 17 25.72 362.28 398.0 90.77 0
#1 service 3 0 410.65 420.65 103.42 0
#1 service 21 4.17 431.83 446.0 114.6 0
#1 service 15 157.0 450.0 617.0 118.6 0
#1 service 23 0 641.02 651.02 142.62 0
#1 service 1 70.09 668.91 749.0 160.51 0
#1 service 13 0 758.0 768.0 169.51 515.0
#1 service 14 0 782.87 792.87 184.38 109.87
#1 service 5 0 797.97 807.97 189.48 104.97
#1 service 19 0 816.91 826.91 198.42 644.91
#1 service 2 0 835.39 845.39 206.91 0
#1 service 24 0 863.09 873.09 224.6 0
#1 service 20 0 879.17 889.17 230.68 368.17
#1 service 12 0 899.46 909.46 240.98 467.46
#1 service 7 0 912.29 922.29 243.8 0
#1 service 25 0 958.14 968.14 279.65 585.14
#1 finish 0 0 983.79 983.79 295.3 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   438.49  983.79 295.3 2795.51
