Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 21 0 29.15 39.15 29.15 0
#1 service 11 27.73 57.27 95.0 47.27 0
#1 service 24 0 102.21 112.21 54.48 0
#1 service 23 0 138.78 148.78 81.05 0
#1 service 13 0 183.32 193.32 115.59 0
#1 service 2 0 203.37 213.37 125.64 0
#1 service 6 0 226.02 236.02 138.29 0
#1 service 18 0 244.56 254.56 146.83 0
#1 service 17 0 261.84 271.84 154.11 0
#1 service 3 0 283.93 293.93 166.19 0
#1 service 8 0 307.53 317.53 179.79 0
#1 service 22 57.01 334.99 402.0 197.26 0
#1 service 10 0 433.89 443.89 229.15 0
#1 service 20 61.68 453.32 525.0 238.58 0
#1 service 12 21.54 555.46 587.0 269.05 0
#1 service 4 167.21 605.79 783.0 287.83 0
#1 service 16 0 801.44 811.44 306.27 0
#1 service 25 0 820.38 830.38 315.22 306.38
#1 service 15 0 835.48 845.48 320.32 0
#1 service 7 0 853.29 863.29 328.13 419.29
#1 service 1 0 873.29 883.29 338.13 463.29
#1 service 9 0 894.47 904.47 349.31 619.47
#1 service 19 0 911.68 921.68 356.52 0
#1 service 14 0 940.92 950.92 375.75 615.92
#1 service 5 0 958.98 968.98 383.82 656.98
#1 finish 0 0 994.48 994.48 409.31 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   335.17  994.48 409.31 3081.34
