Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 0 86.83 176.83 86.83 0
#1 service 4 0 192.06 282.06 102.06 0
#1 service 1 0 285.23 375.23 105.23 0
#1 service 3 0 378.23 468.23 108.23 0
#1 service 5 0 471.83 561.83 111.83 0
#1 service 8 0 564.07 654.07 114.07 0
#1 service 6 0 657.07 747.07 117.07 0
#1 service 11 0 752.07 842.07 122.07 0
#1 service 10 0 853.73 943.73 133.73 0
#1 service 12 0 947.85 1037.85 137.85 0
#1 service 9 0 1053.67 1143.67 153.67 677.67
#1 service 7 0 1169.16 1259.16 179.16 987.16
#1 finish 0 0 1328.04 1328.04 248.04 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1328.04 248.04 1664.83
