Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 472.46 313.54 796.0 313.54 0
#1 service 2 0 828.06 838.06 345.6 0
#1 service 1 0 871.3 881.3 378.84 113.3
#1 service 4 0 968.77 978.77 466.3 0
#1 service 10 0 987.99 997.99 475.52 0
#1 service 9 0 1023.23 1033.23 500.76 564.23
#1 service 7 0 1057.99 1067.99 525.52 52.99
#1 service 11 0 1086.77 1096.77 544.31 42.77
#1 service 8 0 1105.32 1115.32 552.85 636.32
#1 service 6 0 1129.53 1139.53 567.07 273.53
#1 service 5 0 1146.24 1156.24 573.77 284.24
#1 finish 0 0 1341.85 1341.85 759.38 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   472.46  1341.85 759.38 1967.38
