Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 8.06 18.06 8.06 0
#1 service 7 0 35.15 45.15 25.15 0
#1 service 10 0 58.15 68.15 38.15 0
#1 service 11 0 86.54 96.54 56.54 0
#1 service 12 0 115.77 125.77 75.77 0
#1 service 5 0 140.64 150.64 90.64 0
#1 service 6 0 170.88 180.88 110.88 0
#1 service 3 0 196.51 206.51 126.51 56.51
#1 service 2 0 228.51 238.51 148.51 101.51
#1 service 1 0 244.91 254.91 154.91 0
#1 service 4 0 281.59 291.59 181.59 124.59
#1 service 9 0 311.24 321.24 201.24 124.24
#1 finish 0 0 375.37 375.37 255.37 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  375.37 255.37 406.84
