Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 84.65 52.35 147.0 52.35 0
#1 service 3 19.93 154.07 184.0 59.42 0
#1 service 10 0 197.42 207.42 72.83 0
#1 service 6 0 213.07 223.07 78.49 0
#1 service 12 0 254.65 264.65 110.06 0
#1 service 9 0 274.85 284.85 120.26 0
#1 service 5 0 288.97 298.97 124.39 0
#1 service 4 0 313.11 323.11 138.53 0
#1 service 8 0 345.25 355.25 160.66 0
#1 service 1 0 358.41 368.41 163.83 110.41
#1 service 11 0 386.44 396.44 181.85 190.44
#1 service 2 0 407.48 417.48 192.9 0
#1 finish 0 0 479.49 479.49 254.91 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   104.58  479.49 254.91 300.85
