Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 35.06 45.06 35.06 0
#1 service 8 0 49.06 59.06 39.06 0
#1 service 1 0 69.26 79.26 49.26 0
#1 service 2 0 81.26 91.26 51.26 0
#1 service 4 0 96.26 106.26 56.26 0
#1 service 6 0 108.26 118.26 58.26 0
#1 service 3 0 125.54 135.54 65.54 0
#1 service 5 0 137.54 147.54 67.54 42.54
#1 service 7 3.46 150.54 164.0 70.54 0
#1 service 10 0 226.13 236.13 132.66 16.13
#1 finish 0 0 255.36 255.36 151.9 15.36
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   3.46  255.36 151.9 74.03
