Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 30.81 40.81 30.81 0
#1 service 8 0 51.25 61.25 41.25 0
#1 service 6 0 64.25 74.25 44.25 0
#1 service 7 0 76.25 86.25 46.25 0
#1 service 3 0 89.25 99.25 49.25 22.25
#1 service 5 0 104.63 114.63 54.63 0
#1 service 4 0 119.63 129.63 59.63 0
#1 service 2 0 132.63 142.63 62.63 7.63
#1 service 9 22.1 157.9 190.0 77.9 0
#1 service 10 0 194.47 204.47 82.37 0
#1 finish 0 0 224.12 224.12 102.01 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   22.1  224.12 102.01 29.88
