Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 26.93 36.93 26.93 0
#1 service 5 0 45.98 55.98 35.98 0
#1 service 1 0 67.69 77.69 47.69 0
#1 service 2 7.84 82.16 100.0 52.16 0
#1 service 3 0 110.0 120.0 62.16 0
#1 service 8 0 133.04 143.04 75.2 0
#1 service 6 0 154.22 164.22 86.38 0
#1 service 10 0 174.85 184.85 97.01 0
#1 service 4 0 202.11 212.11 114.27 31.11
#1 service 7 0 230.14 240.14 132.3 109.14
#1 finish 0 0 273.68 273.68 165.84 33.68
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   7.84  273.68 165.84 173.93
