Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 0 51.04 61.04 51.04 0
#1 service 5 0 67.36 77.36 57.36 0
#1 service 4 0 80.19 90.19 60.19 0
#1 service 8 39.68 94.32 144.0 64.32 0
#1 service 9 0 146.83 156.83 67.14 0
#1 service 3 0 161.83 171.83 72.14 0
#1 service 12 0 184.83 194.83 85.14 0
#1 service 2 48.71 212.29 271.0 102.61 0
#1 service 1 0 276.39 286.39 107.99 160.39
#1 service 7 194.91 298.09 503.0 119.7 0
#1 service 6 0 513.63 523.63 130.33 146.63
#1 service 10 0 539.63 549.63 146.33 0
#1 finish 0 0 599.15 599.15 195.85 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   283.3  599.15 195.85 307.02
