Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 20.62 110.62 20.62 0
#1 service 4 0 115.62 205.62 25.62 0
#1 service 6 0 206.62 296.62 26.62 0
#1 service 9 0 302.62 392.62 32.62 0
#1 service 10 0 395.62 485.62 35.62 0
#1 service 7 0 491.45 581.45 41.45 0
#1 service 3 0 584.27 674.27 44.27 0
#1 service 1 0 677.27 767.27 47.27 0
#1 service 2 0 770.1 860.1 50.1 0
#1 service 5 0 863.71 953.71 53.71 0
#1 finish 0 0 976.07 976.07 76.07 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  976.07 76.07 0
