Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 10.0 100.0 10.0 0
#1 service 4 0 102.83 192.83 12.83 0
#1 service 1 0 195.83 285.83 15.83 0
#1 service 2 0 287.83 377.83 17.83 0
#1 service 10 0 382.83 472.83 22.83 0
#1 service 3 0 476.43 566.43 26.43 0
#1 service 6 0 569.43 659.43 29.43 0
#1 service 5 0 661.43 751.43 31.43 0
#1 service 8 0 754.43 844.43 34.43 0
#1 service 7 0 848.04 938.04 38.04 0
#1 finish 0 0 948.24 948.24 48.24 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  948.24 48.24 0
