Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 16.55 106.55 16.55 0
#1 service 8 0 110.8 200.8 20.8 0
#1 service 6 155.38 203.62 449.0 23.62 0
#1 service 9 0 451.0 541.0 25.62 0
#1 service 7 0 543.0 633.0 27.62 0
#1 service 5 0 636.0 726.0 30.62 0
#1 service 3 0 728.24 818.24 32.86 0
#1 service 1 0 821.4 911.4 36.02 0
#1 service 2 0 914.4 1004.4 39.02 0
#1 service 4 0 1006.4 1096.4 41.02 0
#1 finish 0 0 1114.43 1114.43 59.05 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   155.38  1114.43 59.05 0
