Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 20.62 110.62 20.62 0
#1 service 8 0 125.91 215.91 35.91 0
#1 service 5 0 220.91 310.91 40.91 0
#1 service 4 0 316.3 406.3 46.3 0
#1 service 2 0 410.3 500.3 50.3 0
#1 service 1 0 502.3 592.3 52.3 0
#1 service 3 0 595.3 685.3 55.3 0
#1 service 6 0 695.74 785.74 65.74 0
#1 service 7 0 787.74 877.74 67.74 0
#1 service 9 0 893.55 983.55 83.55 0
#1 finish 0 0 1004.16 1004.16 104.16 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1004.16 104.16 0
