Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 30.81 120.81 30.81 0
#1 service 2 0 124.81 214.81 34.81 0
#1 service 3 163.81 220.19 474.0 40.19 0
#1 service 9 0 492.6 582.6 58.79 0
#1 service 8 0 601.47 691.47 77.66 0
#1 service 6 0 694.47 784.47 80.66 0
#1 service 7 0 786.47 876.47 82.66 0
#1 service 5 0 883.54 973.54 89.73 0
#1 service 4 0 978.54 1068.54 94.73 0
#1 service 10 0 1090.47 1180.47 116.66 0
#1 finish 0 0 1197.23 1197.23 133.43 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   163.81  1197.23 133.43 0
