Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 0 21.1 31.1 21.1 0
#1 service 9 0 41.14 51.14 31.14 0
#1 service 2 3.45 57.55 71.0 37.55 0
#1 service 6 12.57 80.43 103.0 46.98 0
#1 service 1 0 113.77 123.77 57.75 0
#1 service 5 0 131.83 141.83 65.81 0
#1 service 4 0 147.92 157.92 71.9 4.92
#1 service 7 0 162.04 172.04 76.02 55.04
#1 service 8 0 176.51 186.51 80.49 0
#1 service 10 0 193.22 203.22 87.2 87.22
#1 finish 0 0 219.03 219.03 103.01 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   16.02  219.03 103.01 147.17
