Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 42.82 11.18 64.0 11.18 0
#1 service 2 20.84 67.16 98.0 14.34 0
#1 service 3 0 101.16 111.16 17.5 18.16
#1 service 8 3.6 115.4 129.0 21.75 0
#1 service 10 0 132.16 142.16 24.91 9.16
#1 service 9 0 144.4 154.4 27.15 0
#1 service 4 0 157.56 167.56 30.31 4.56
#1 service 7 0 171.8 181.8 34.55 60.8
#1 service 1 0 189.08 199.08 41.83 0
#1 service 6 0 205.17 215.17 47.91 0
#1 finish 0 0 224.22 224.22 56.97 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   67.25  224.22 56.97 92.69
