Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 20.51 17.49 48.0 17.49 0
#1 service 7 0 50.83 60.83 20.32 0
#1 service 5 10.34 63.66 84.0 23.15 0
#1 service 6 0 88.47 98.47 27.62 0
#1 service 1 0 102.94 112.94 32.09 0
#1 service 4 0 119.27 129.27 38.42 1.27
#1 service 3 0 137.33 147.33 46.48 0
#1 service 9 0 152.99 162.99 52.14 15.99
#1 service 2 0 171.99 181.99 61.14 0
#1 service 8 0 186.46 196.46 65.61 93.46
#1 finish 0 0 217.72 217.72 86.87 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   30.85  217.72 86.87 110.72
