Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 85.21 95.21 85.21 0
#1 service 6 0 117.05 127.05 107.05 0
#1 service 3 0 133.76 143.76 113.76 0
#1 service 1 4.84 155.16 170.0 125.16 0
#1 service 7 0 188.97 198.97 144.14 0
#1 service 11 0 202.97 212.97 148.14 0
#1 service 10 0 233.59 243.59 168.75 0
#1 service 4 0 276.48 286.48 201.64 0
#1 service 2 0 295.7 305.7 210.86 0
#1 service 5 53.98 325.02 389.0 230.18 0
#1 service 9 0 419.68 429.68 260.85 0
#1 service 12 0 436.0 446.0 267.18 0
#1 finish 0 0 548.01 548.01 369.18 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   58.82  548.01 369.18 0
