Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 10.2 100.2 10.2 0
#1 service 6 0 115.06 205.06 25.06 0
#1 service 5 0 210.06 300.06 30.06 0
#1 service 4 0 303.06 393.06 33.06 0
#1 service 8 0 415.89 505.89 55.89 0
#1 service 9 0 507.89 597.89 57.89 0
#1 service 7 0 604.29 694.29 64.29 0
#1 service 1 0 709.06 799.06 79.06 0
#1 service 2 0 802.66 892.66 82.66 0
#1 service 3 0 893.66 983.66 83.66 0
#1 finish 0 0 998.8 998.8 98.8 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  998.8 98.8 0
