Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 12.21 102.21 12.21 0
#1 service 7 153.96 108.04 352.0 18.04 0
#1 service 10 0 377.0 467.0 43.04 233.0
#1 service 9 0 472.83 562.83 48.87 0
#1 service 6 0 591.43 681.43 77.47 179.43
#1 service 5 0 704.26 794.26 100.29 546.26
#1 service 3 0 804.46 894.46 110.49 457.46
#1 service 2 0 900.46 990.46 116.49 366.46
#1 service 1 0 1000.46 1090.46 126.49 0
#1 service 4 0 1111.64 1201.64 147.68 142.64
#1 finish 0 0 1217.46 1217.46 163.49 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   153.96  1217.46 163.49 1925.24
