Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 14.14 104.14 14.14 0
#1 service 1 0 122.17 212.17 32.17 0
#1 service 4 0 218.17 308.17 38.17 0
#1 service 7 0 314.17 404.17 44.17 0
#1 service 8 0 407.17 497.17 47.17 0
#1 service 6 0 505.77 595.77 55.77 0
#1 service 5 0 598.77 688.77 58.77 0
#1 service 2 0 691.6 781.6 61.6 0
#1 service 3 0 785.21 875.21 65.21 0
#1 service 9 0 891.02 981.02 81.02 0
#1 finish 0 0 996.83 996.83 96.83 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  996.83 96.83 0
